fips,county,state,stdpercent
1121,Talladega County,Alabama,20.44805813
1123,Tallapoosa County,Alabama,102.4102478
1125,Tuscaloosa County,Alabama,0.045713482
1127,Walker County,Alabama,101.4337267
1131,Wilcox County,Alabama,100.5079365
1133,Winston County,Alabama,99.44917376
4001,Apache County,Arizona,99.43326721
4003,Cochise County,Arizona,25.99281581
4005,Coconino County,Arizona,94.61943668
4007,Gila County,Arizona,53.234093
4009,Graham County,Arizona,77.4332472
4011,Greenlee County,Arizona,92.68547544
4012,La Paz County,Arizona,94.6086262
4013,Maricopa County,Arizona,65.35399317
4015,Mohave County,Arizona,56.00829876
4017,Navajo County,Arizona,84.49930652
4019,Pima County,Arizona,85.48840239
4021,Pinal County,Arizona,58.04060258
4023,Santa Cruz County,Arizona,61.53296153
4025,Yavapai County,Arizona,55.34779963
4027,Yuma County,Arizona,39.55699455
5001,Arkansas County,Arkansas,43.92719636
5003,Ashley County,Arkansas,100
5005,Baxter County,Arkansas,100
5007,Benton County,Arkansas,82.514197
5009,Boone County,Arkansas,76.75453048
5011,Bradley County,Arkansas,76.83643487
5013,Calhoun County,Arkansas,100
5015,Carroll County,Arkansas,113.8995154
5017,Chicot County,Arkansas,97.9776848
5019,Clark County,Arkansas,139.3025078
5021,Clay County,Arkansas,100
5023,Cleburne County,Arkansas,100
5025,Cleveland County,Arkansas,100
5027,Columbia County,Arkansas,79.2076426
5029,Conway County,Arkansas,88.5625
5031,Craighead County,Arkansas,89.68501921
5033,Crawford County,Arkansas,101.2136372
5035,Crittenden County,Arkansas,94.28629318
5037,Cross County,Arkansas,100
5039,Dallas County,Arkansas,84.98920086
5041,Desha County,Arkansas,100
5043,Drew County,Arkansas,100
5045,Faulkner County,Arkansas,100
5047,Franklin County,Arkansas,102.9513344
5049,Fulton County,Arkansas,99.88538682
5051,Garland County,Arkansas,96.13573951
5053,Grant County,Arkansas,126.1867089
5055,Greene County,Arkansas,89.88424761
5057,Hempstead County,Arkansas,100
5059,Hot Spring County,Arkansas,81.1117308
5061,Howard County,Arkansas,95.98140153
5063,Independence County,Arkansas,113.6770557
5065,Izard County,Arkansas,100
5067,Jackson County,Arkansas,100
5069,Jefferson County,Arkansas,57.35595203
5071,Johnson County,Arkansas,96.01585315
5073,Lafayette County,Arkansas,182.3394495
5075,Lawrence County,Arkansas,100
5077,Lee County,Arkansas,100
5079,Lincoln County,Arkansas,100
5081,Little River County,Arkansas,100
5083,Logan County,Arkansas,93.73782355
5085,Lonoke County,Arkansas,100
5087,Madison County,Arkansas,90.18138801
5089,Marion County,Arkansas,133.6719147
5091,Miller County,Arkansas,100.2426448
5093,Mississippi County,Arkansas,90.51735096
5095,Monroe County,Arkansas,100
5097,Montgomery County,Arkansas,86.32974316
5099,Nevada County,Arkansas,100
5101,Newton County,Arkansas,114.6828844
5103,Ouachita County,Arkansas,103.6675462
5105,Perry County,Arkansas,100
5107,Phillips County,Arkansas,72.0323741
5109,Pike County,Arkansas,51.59112825
5111,Poinsett County,Arkansas,99.85070913
5113,Polk County,Arkansas,108.8599752
5115,Pope County,Arkansas,100
5117,Prairie County,Arkansas,100
5119,Pulaski County,Arkansas,94.95064166
5121,Randolph County,Arkansas,99.92421372
5123,St. Francis County,Arkansas,96.97928654
5125,Saline County,Arkansas,94.74158017
5129,Searcy County,Arkansas,147.4
5131,Sebastian County,Arkansas,112.7841655
5133,Sevier County,Arkansas,100
5135,Sharp County,Arkansas,99.96554101
5137,Stone County,Arkansas,100
5139,Union County,Arkansas,97.52292322
5141,Van Buren County,Arkansas,100
5143,Washington County,Arkansas,46.41303828
5145,White County,Arkansas,109.6632881
5147,Woodruff County,Arkansas,100
5149,Yell County,Arkansas,100
6001,Alameda County,California,86.73735848
6003,Alpine County,California,116.4556962
6005,Amador County,California,100.6239501
6007,Butte County,California,44.86767486
6009,Calaveras County,California,78.94736842
6011,Colusa County,California,89.75103734
6013,Contra Costa County,California,89.23300074
6015,Del Norte County,California,91.35021097
6017,El Dorado County,California,20.74146276
6019,Fresno County,California,85.64395489
6021,Glenn County,California,30.59525963
6023,Humboldt County,California,67.93617258
6025,Imperial County,California,71.23262949
6027,Inyo County,California,78.82528994
6029,Kern County,California,74.75957281
6031,Kings County,California,96.83474925
6033,Lake County,California,78.59587265
6035,Lassen County,California,45.60041408
6037,Los Angeles County,California,82.51623184
6039,Madera County,California,88.23418852
6041,Marin County,California,31.23159223
6043,Mariposa County,California,101.0106383
6045,Mendocino County,California,93.56314826
6047,Merced County,California,78.60270869
6049,Modoc County,California,68.40324763
6051,Mono County,California,99.75414874
6053,Monterey County,California,73.81910559
6055,Napa County,California,83.03465347
6057,Nevada County,California,44.28423543
6059,Orange County,California,83.3407318
6061,Placer County,California,89.50313669
6063,Plumas County,California,97.23481414
6065,Riverside County,California,93.90944578
6067,Sacramento County,California,85.80315396
6069,San Benito County,California,46.71446724
6071,San Bernardino County,California,68.29175036
6073,San Diego County,California,87.98344456
6075,San Francisco County,California,93.96258784
6077,San Joaquin County,California,70.99431875
6079,San Luis Obispo County,California,80.33328503
6081,San Mateo County,California,42.87791941
6083,Santa Barbara County,California,48.44807637
6085,Santa Clara County,California,58.13533349
6087,Santa Cruz County,California,84.80198146
6089,Shasta County,California,55.50064136
6093,Siskiyou County,California,79.33333333
6095,Solano County,California,33.91232423
6097,Sonoma County,California,54.68752271
6099,Stanislaus County,California,93.49229554
6101,Sutter County,California,67.11734694
6103,Tehama County,California,52.5259008
6105,Trinity County,California,28.29560586
6107,Tulare County,California,86.31745054
6109,Tuolumne County,California,42.27868852
6111,Ventura County,California,79.05194076
6113,Yolo County,California,63.10352644
6115,Yuba County,California,95.06606111
8001,Adams County,Colorado,39.16083147
8003,Alamosa County,Colorado,97.69201665
8005,Arapahoe County,Colorado,102.5144404
8007,Archuleta County,Colorado,93.66940211
8009,Baca County,Colorado,49.68652038
8011,Bent County,Colorado,98.1233244
8013,Boulder County,Colorado,131.815208
8015,Chaffee County,Colorado,49.20114707
8017,Cheyenne County,Colorado,35.86206897
8021,Conejos County,Colorado,64.08588159
8023,Costilla County,Colorado,56.66666667
8025,Crowley County,Colorado,100.228833
8027,Custer County,Colorado,99.22879177
8029,Delta County,Colorado,90.83633453
8031,Denver County,Colorado,113.1331111
8033,Dolores County,Colorado,102.9411765
8035,Douglas County,Colorado,60.11584427
8039,Elbert County,Colorado,83.9389313
8041,El Paso County,Colorado,55.70036601
8043,Fremont County,Colorado,4.451510334
8045,Garfield County,Colorado,65.0621118
8047,Gilpin County,Colorado,100.617284
8051,Gunnison County,Colorado,100.7228916
8055,Huerfano County,Colorado,102.9769959
8057,Jackson County,Colorado,97.2826087
8059,Jefferson County,Colorado,0.11356657
8061,Kiowa County,Colorado,85.49618321
8063,Kit Carson County,Colorado,64.3557423
8065,Lake County,Colorado,91.4893617
8067,La Plata County,Colorado,84.76426799
8069,Larimer County,Colorado,58.1712023
8071,Las Animas County,Colorado,44.72693032
8073,Lincoln County,Colorado,94.36813187
8075,Logan County,Colorado,89.75134409
8077,Mesa County,Colorado,91.71329264
8081,Moffat County,Colorado,100.2167317
8083,Montezuma County,Colorado,86.45128976
8085,Montrose County,Colorado,4.426153129
8087,Morgan County,Colorado,15.48051948
8089,Otero County,Colorado,25.48298068
8091,Ouray County,Colorado,66.48148148
8093,Park County,Colorado,90.68322981
8095,Phillips County,Colorado,62.5267666
8099,Prowers County,Colorado,18.35253948
8101,Pueblo County,Colorado,82.38671441
8103,Rio Blanco County,Colorado,40.25256511
8105,Rio Grande County,Colorado,94.20668058
8109,Saguache County,Colorado,80.88088088
8111,San Juan County,Colorado,1166.666667
8113,San Miguel County,Colorado,19.12028725
8117,Summit County,Colorado,99.80430528
8119,Teller County,Colorado,86.62790698
8121,Washington County,Colorado,44.74789916
8123,Weld County,Colorado,58.77412907
8125,Yuma County,Colorado,95.06702413
9001,Fairfield County,Connecticut,52.44240394
9003,Hartford County,Connecticut,78.06621714
9005,Litchfield County,Connecticut,86.0393715
9007,Middlesex County,Connecticut,49.47929768
9009,New Haven County,Connecticut,78.65225736
9011,New London County,Connecticut,82.30005368
9013,Tolland County,Connecticut,45.90260017
9015,Windham County,Connecticut,76.09174312
10001,Kent County,Delaware,84.18865918
10003,New Castle County,Delaware,97.5121591
10005,Sussex County,Delaware,109.9069752
11001,District of Columbia,District of Columbia,80.36461958
12001,Alachua County,Florida,99.25808845
12005,Bay County,Florida,86.30755556
12007,Bradford County,Florida,104.3643264
12009,Brevard County,Florida,95.99370711
12011,Broward County,Florida,104.0684342
12013,Calhoun County,Florida,101.2385321
12015,Charlotte County,Florida,94.87756122
12017,Citrus County,Florida,99.34847117
12019,Clay County,Florida,96.24325881
12021,Collier County,Florida,1.349186272
12023,Columbia County,Florida,100.0985319
12027,DeSoto County,Florida,100.6295695
12029,Dixie County,Florida,5.206463196
12031,Duval County,Florida,87.50561285
12033,Escambia County,Florida,2.106421835
12035,Flagler County,Florida,94.59167951
12037,Franklin County,Florida,100.7604563
12039,Gadsden County,Florida,100.3437082
12041,Gilchrist County,Florida,99.67296512
12047,Hamilton County,Florida,98.88198758
12049,Hardee County,Florida,101.1811024
12051,Hendry County,Florida,100.4954583
12053,Hernando County,Florida,99.9868732
12055,Highlands County,Florida,99.26214222
12057,Hillsborough County,Florida,91.17692461
12059,Holmes County,Florida,100.3052503
12061,Indian River County,Florida,2.054871221
12069,Lake County,Florida,95.01832002
12071,Lee County,Florida,88.59019172
12073,Leon County,Florida,95.58410829
12075,Levy County,Florida,97.74872912
12077,Liberty County,Florida,98.48254932
12079,Madison County,Florida,82.30798624
12081,Manatee County,Florida,94.66488153
12083,Marion County,Florida,100.9880456
12085,Martin County,Florida,103.4814377
12086,Miami-Dade County,Florida,84.87646747
12087,Monroe County,Florida,92.94707391
12089,Nassau County,Florida,99.86796501
12091,Okaloosa County,Florida,0.053366818
12093,Okeechobee County,Florida,96.1526764
12095,Orange County,Florida,92.21527551
12097,Osceola County,Florida,99.02876686
12099,Palm Beach County,Florida,95.42647962
12103,Pinellas County,Florida,0.318234542
12105,Polk County,Florida,10.23688423
12107,Putnam County,Florida,99.5177434
12109,St. Johns County,Florida,66.79474788
12111,St. Lucie County,Florida,96.15357668
12113,Santa Rosa County,Florida,101.2958736
12117,Seminole County,Florida,99.31447656
12119,Sumter County,Florida,63.78451788
12121,Suwannee County,Florida,99.26162108
12123,Taylor County,Florida,100.8267434
12127,Volusia County,Florida,99.37997248
12133,Washington County,Florida,106.8615752
13001,Appling County,Georgia,100.334728
13003,Atkinson County,Georgia,100.9450679
13005,Bacon County,Georgia,100.1868286
13007,Baker County,Georgia,101.0676157
13009,Baldwin County,Georgia,112.6309662
13011,Banks County,Georgia,88.11121764
13013,Barrow County,Georgia,100.2134168
13015,Bartow County,Georgia,100.0166926
13019,Berrien County,Georgia,99.84182221
13021,Bibb County,Georgia,99.6195541
13023,Bleckley County,Georgia,98.79283489
13025,Brantley County,Georgia,99.7105644
13027,Brooks County,Georgia,101.4760148
13029,Bryan County,Georgia,100.4151962
13031,Bulloch County,Georgia,98.5121523
13033,Burke County,Georgia,100.3367003
13035,Butts County,Georgia,100.7181844
13037,Calhoun County,Georgia,102.5460931
13039,Camden County,Georgia,99.24064171
13043,Candler County,Georgia,71.79897567
13045,Carroll County,Georgia,100.1621144
13047,Catoosa County,Georgia,99.88840324
13049,Charlton County,Georgia,100.5229518
13051,Chatham County,Georgia,180.0281967
13053,Chattahoochee County,Georgia,105.7734205
13055,Chattooga County,Georgia,100.4619499
13057,Cherokee County,Georgia,98.20528239
13061,Clay County,Georgia,6801.980198
13063,Clayton County,Georgia,1.450939457
13065,Clinch County,Georgia,99.85207101
13067,Cobb County,Georgia,81.76317136
13069,Coffee County,Georgia,1440.186432
13071,Colquitt County,Georgia,181.3113385
13075,Cook County,Georgia,54.75430759
13077,Coweta County,Georgia,108.2521634
13079,Crawford County,Georgia,102.8885038
13081,Crisp County,Georgia,99.69719909
13083,Dade County,Georgia,95.50045914
13085,Dawson County,Georgia,99.94428969
13087,Decatur County,Georgia,99.70402526
13089,DeKalb County,Georgia,136.7076649
13093,Dooly County,Georgia,100
13095,Dougherty County,Georgia,100.4669921
13097,Douglas County,Georgia,100.5648654
13099,Early County,Georgia,99.90074442
13101,Echols County,Georgia,99.88545246
13103,Effingham County,Georgia,100.0392619
13105,Elbert County,Georgia,100
13107,Emanuel County,Georgia,99.81325864
13109,Evans County,Georgia,100.6295908
13111,Fannin County,Georgia,98.76295553
13113,Fayette County,Georgia,97.9113405
13115,Floyd County,Georgia,99.44006891
13117,Forsyth County,Georgia,100
13119,Franklin County,Georgia,100
13121,Fulton County,Georgia,3.002723481
13123,Gilmer County,Georgia,100.4768717
13125,Glascock County,Georgia,99.47552448
13127,Glynn County,Georgia,100.1279157
13129,Gordon County,Georgia,100.1299545
13131,Grady County,Georgia,100.0856714
13133,Greene County,Georgia,99.69242599
13135,Gwinnett County,Georgia,94.70616139
13137,Habersham County,Georgia,106.1994198
13139,Hall County,Georgia,99.25366757
13141,Hancock County,Georgia,115.0357995
13143,Haralson County,Georgia,100.0707214
13145,Harris County,Georgia,99.85315712
13147,Hart County,Georgia,99.80359147
13149,Heard County,Georgia,99.43100996
13151,Henry County,Georgia,101.4382581
13153,Houston County,Georgia,100.0033591
13155,Irwin County,Georgia,101.0471204
13157,Jackson County,Georgia,295.4133887
13159,Jasper County,Georgia,101.3865546
13161,Jeff Davis County,Georgia,100.1613424
13163,Jefferson County,Georgia,102.4144869
13165,Jenkins County,Georgia,100.7738607
13167,Johnson County,Georgia,100
13169,Jones County,Georgia,100.3961517
13171,Lamar County,Georgia,100.1869159
13173,Lanier County,Georgia,100.115942
13175,Laurens County,Georgia,100.0334934
13177,Lee County,Georgia,100.2154178
13179,Liberty County,Georgia,113.4704777
13181,Lincoln County,Georgia,100.1757469
13183,Long County,Georgia,100.1845018
13185,Lowndes County,Georgia,100.1069138
13187,Lumpkin County,Georgia,100.1816295
13189,McDuffie County,Georgia,101.1286089
13191,McIntosh County,Georgia,99.54648526
13193,Macon County,Georgia,99.921875
13195,Madison County,Georgia,74.70799641
13197,Marion County,Georgia,99.25980755
13199,Meriwether County,Georgia,98.44176081
13201,Miller County,Georgia,99.89154013
13205,Mitchell County,Georgia,100.56926
13209,Montgomery County,Georgia,101.0089686
13211,Morgan County,Georgia,100.064914
13213,Murray County,Georgia,100.2752546
13215,Muscogee County,Georgia,100.0971026
13217,Newton County,Georgia,100
13219,Oconee County,Georgia,100.1371742
13221,Oglethorpe County,Georgia,100.190295
13225,Peach County,Georgia,99.80479643
13227,Pickens County,Georgia,100.6469501
13229,Pierce County,Georgia,100.4417449
13231,Pike County,Georgia,100.2738892
13233,Polk County,Georgia,100.8725341
13235,Pulaski County,Georgia,101.1887073
13237,Putnam County,Georgia,100.169549
13239,Quitman County,Georgia,107.8616352
13241,Rabun County,Georgia,4.384787472
13243,Randolph County,Georgia,99.49109415
13245,Richmond County,Georgia,97.38823604
13247,Rockdale County,Georgia,98.75506314
13249,Schley County,Georgia,99.84697781
13251,Screven County,Georgia,100.5635024
13253,Seminole County,Georgia,99.86273164
13255,Spalding County,Georgia,100
13257,Stephens County,Georgia,100.2034071
13259,Stewart County,Georgia,105.5309735
13263,Talbot County,Georgia,106.9042316
13265,Taliaferro County,Georgia,99.42196532
13267,Tattnall County,Georgia,99.6819507
13269,Taylor County,Georgia,96.55657063
13271,Telfair County,Georgia,98.95833333
13275,Thomas County,Georgia,100.2752609
13277,Tift County,Georgia,99.78445543
13279,Toombs County,Georgia,100.2171553
13281,Towns County,Georgia,106.197479
13283,Treutlen County,Georgia,100.0891266
13285,Troup County,Georgia,100.7841519
13287,Turner County,Georgia,101.2116317
13289,Twiggs County,Georgia,100.7594937
13291,Union County,Georgia,100.552868
13293,Upson County,Georgia,99.657618
13295,Walker County,Georgia,99.91993595
13297,Walton County,Georgia,11.22049729
13299,Ware County,Georgia,100.3083414
13301,Warren County,Georgia,100.798722
13303,Washington County,Georgia,100.3536977
13305,Wayne County,Georgia,100.1859427
13309,Wheeler County,Georgia,101.489573
13311,White County,Georgia,108.368698
13313,Whitfield County,Georgia,61.67951357
13315,Wilcox County,Georgia,99.58368027
13317,Wilkes County,Georgia,100.4032258
13319,Wilkinson County,Georgia,100.1517451
13321,Worth County,Georgia,100.1539409
16001,Ada County,Idaho,83.83532015
16003,Adams County,Idaho,99.543379
16005,Bannock County,Idaho,96.22353488
16007,Bear Lake County,Idaho,99.17423617
16009,Benewah County,Idaho,105.788712
16011,Bingham County,Idaho,36.88216501
16013,Blaine County,Idaho,96.86888454
16015,Boise County,Idaho,101.7667845
16017,Bonner County,Idaho,90.768022
16019,Bonneville County,Idaho,97.07604637
16021,Boundary County,Idaho,99.11444142
16023,Butte County,Idaho,101.3986014
16025,Camas County,Idaho,99.41520468
16027,Canyon County,Idaho,91.35345437
16029,Caribou County,Idaho,104.464872
16031,Cassia County,Idaho,102.3916562
16033,Clark County,Idaho,106.0869565
16035,Clearwater County,Idaho,115.1485149
16037,Custer County,Idaho,101.3722127
16039,Elmore County,Idaho,8.753046304
16041,Franklin County,Idaho,23.82953181
16043,Fremont County,Idaho,105.1693405
16045,Gem County,Idaho,95.74708318
16047,Gooding County,Idaho,102.819083
16049,Idaho County,Idaho,59.18249856
16051,Jefferson County,Idaho,99.81218138
16053,Jerome County,Idaho,15.58573166
16055,Kootenai County,Idaho,92.07101097
16057,Latah County,Idaho,80.59606848
16059,Lemhi County,Idaho,78.45249755
16061,Lewis County,Idaho,42.4
16063,Lincoln County,Idaho,98.70828848
16065,Madison County,Idaho,98.36371465
16069,Nez Perce County,Idaho,98.42883549
16071,Oneida County,Idaho,36.64772727
16073,Owyhee County,Idaho,99.62421712
16075,Payette County,Idaho,99.13439636
16077,Power County,Idaho,88.78224355
16079,Shoshone County,Idaho,103.1212485
16081,Teton County,Idaho,102.4549918
16083,Twin Falls County,Idaho,88.67284511
16085,Valley County,Idaho,15.17561299
16087,Washington County,Idaho,98.87760556
17001,Adams County,Illinois,100.226635
17003,Alexander County,Illinois,56.35359116
17005,Bond County,Illinois,99.10354101
17009,Brown County,Illinois,98.73060649
17011,Bureau County,Illinois,42.9109657
17013,Calhoun County,Illinois,31.22923588
17015,Carroll County,Illinois,45.0023245
17017,Cass County,Illinois,68.65671642
17019,Champaign County,Illinois,25.73923397
17021,Christian County,Illinois,41.46885778
17023,Clark County,Illinois,83.11588642
17027,Clinton County,Illinois,65.3311074
17029,Coles County,Illinois,1.95449687
17031,Cook County,Illinois,68.58582373
17033,Crawford County,Illinois,7.684173423
17035,Cumberland County,Illinois,94.76923077
17037,DeKalb County,Illinois,72.13313897
17041,Douglas County,Illinois,80.37073817
17043,DuPage County,Illinois,40.80662422
17045,Edgar County,Illinois,46.52334565
17047,Edwards County,Illinois,97.76785714
17049,Effingham County,Illinois,77.10629921
17051,Fayette County,Illinois,93.98418701
17053,Ford County,Illinois,13.25439267
17055,Franklin County,Illinois,40.00981836
17057,Fulton County,Illinois,22.48971193
17059,Gallatin County,Illinois,100.5333333
17061,Greene County,Illinois,23.46278317
17063,Grundy County,Illinois,35.67847323
17067,Hancock County,Illinois,57.82669462
17071,Henderson County,Illinois,98.47522236
17073,Henry County,Illinois,84.60242993
17075,Iroquois County,Illinois,62.66762452
17077,Jackson County,Illinois,23.52266208
17079,Jasper County,Illinois,94.88549618
17081,Jefferson County,Illinois,84.0296496
17083,Jersey County,Illinois,11.41199226
17085,Jo Daviess County,Illinois,51.84282668
17087,Johnson County,Illinois,15.04474273
17089,Kane County,Illinois,67.80681499
17091,Kankakee County,Illinois,28.63272311
17093,Kendall County,Illinois,28.34693059
17095,Knox County,Illinois,85.44229643
17097,Lake County,Illinois,21.06399936
17099,LaSalle County,Illinois,48.95833333
17103,Lee County,Illinois,65.98671727
17105,Livingston County,Illinois,83.03980275
17107,Logan County,Illinois,4.416315049
17109,McDonough County,Illinois,21.86849152
17111,McHenry County,Illinois,47.27016621
17113,McLean County,Illinois,31.96108672
17115,Macon County,Illinois,17.41777555
17117,Macoupin County,Illinois,45.79759863
17119,Madison County,Illinois,52.82517708
17121,Marion County,Illinois,53.38310779
17123,Marshall County,Illinois,35.64088697
17125,Mason County,Illinois,76.00849257
17127,Massac County,Illinois,99.09130247
17129,Menard County,Illinois,11.85344828
17131,Mercer County,Illinois,130.952381
17133,Monroe County,Illinois,101.144076
17135,Montgomery County,Illinois,37.19028145
17137,Morgan County,Illinois,86.37479542
17141,Ogle County,Illinois,37.93221891
17143,Peoria County,Illinois,84.25482931
17145,Perry County,Illinois,71.18952346
17147,Piatt County,Illinois,43.31331015
17149,Pike County,Illinois,14.60946985
17151,Pope County,Illinois,100.9960159
17153,Pulaski County,Illinois,51.72004745
17155,Putnam County,Illinois,91.20750293
17157,Randolph County,Illinois,72.33201581
17161,Rock Island County,Illinois,70.50939552
17163,St. Clair County,Illinois,53.64384332
17165,Saline County,Illinois,68.85245902
17167,Sangamon County,Illinois,31.17058209
17171,Scott County,Illinois,75.06329114
17173,Shelby County,Illinois,55.10131532
17177,Stephenson County,Illinois,33.95516539
17179,Tazewell County,Illinois,59.74889584
17181,Union County,Illinois,21.83868763
17183,Vermilion County,Illinois,1.012292119
17185,Wabash County,Illinois,7.6499388
17187,Warren County,Illinois,64.27492447
17189,Washington County,Illinois,62.87878788
17191,Wayne County,Illinois,59.09465021
17193,White County,Illinois,37.54803997
17195,Whiteside County,Illinois,91.11579414
17197,Will County,Illinois,40.13669769
17199,Williamson County,Illinois,37.83835854
17201,Winnebago County,Illinois,15.22245129
17203,Woodford County,Illinois,56.52832475
18001,Adams County,Indiana,35.61675538
18003,Allen County,Indiana,92.71238151
18005,Bartholomew County,Indiana,99.77479289
18007,Benton County,Indiana,99.60159363
18009,Blackford County,Indiana,100.1261034
18011,Boone County,Indiana,3.984575835
18015,Carroll County,Indiana,58.18107998
18017,Cass County,Indiana,62.40390302
18019,Clark County,Indiana,12.09827667
18023,Clinton County,Indiana,14.50417783
18025,Crawford County,Indiana,100.0661813
18027,Daviess County,Indiana,19.94034938
18029,Dearborn County,Indiana,1.029866117
18031,Decatur County,Indiana,100.5360624
18033,DeKalb County,Indiana,79.92917847
18035,Delaware County,Indiana,40.50489113
18037,Dubois County,Indiana,82.85594523
18039,Elkhart County,Indiana,1.644410109
18041,Fayette County,Indiana,116.6952544
18043,Floyd County,Indiana,100.4021008
18045,Fountain County,Indiana,75.45001915
18047,Franklin County,Indiana,105.3658537
18049,Fulton County,Indiana,24.05196629
18051,Gibson County,Indiana,22.37619727
18053,Grant County,Indiana,61.45803079
18055,Greene County,Indiana,76.36400242
18057,Hamilton County,Indiana,30.01886323
18059,Hancock County,Indiana,61.01732076
18061,Harrison County,Indiana,89.48064836
18063,Hendricks County,Indiana,7.929774181
18065,Henry County,Indiana,26.79180887
18067,Howard County,Indiana,70.54631829
18071,Jackson County,Indiana,79.69348659
18073,Jasper County,Indiana,64.98167085
18077,Jefferson County,Indiana,108.5480094
18079,Jennings County,Indiana,103.6780511
18081,Johnson County,Indiana,82.34710744
18083,Knox County,Indiana,108.998685
18085,Kosciusko County,Indiana,86.48856265
18087,LaGrange County,Indiana,82.86032276
18089,Lake County,Indiana,36.64757551
18091,LaPorte County,Indiana,49.690984
18093,Lawrence County,Indiana,103.0466519
18095,Madison County,Indiana,48.02493713
18097,Marion County,Indiana,33.34600664
18099,Marshall County,Indiana,66.62943658
18101,Martin County,Indiana,43.1372549
18103,Miami County,Indiana,108.7926033
18105,Monroe County,Indiana,99.72404277
18107,Montgomery County,Indiana,100.4395962
18111,Newton County,Indiana,59.41261435
18113,Noble County,Indiana,100.7667643
18115,Ohio County,Indiana,107.4027604
18117,Orange County,Indiana,45.02923977
18119,Owen County,Indiana,103.5557331
18121,Parke County,Indiana,103.6133695
18123,Perry County,Indiana,103.7697745
18125,Pike County,Indiana,93.8486663
18127,Porter County,Indiana,89.63121909
18129,Posey County,Indiana,66.84088269
18131,Pulaski County,Indiana,102.6170106
18133,Putnam County,Indiana,61.68359942
18135,Randolph County,Indiana,26.55382532
18137,Ripley County,Indiana,71.31979695
18139,Rush County,Indiana,98.15627744
18141,St. Joseph County,Indiana,118.111013
18143,Scott County,Indiana,69.83921162
18145,Shelby County,Indiana,52.99734748
18149,Starke County,Indiana,55.85074627
18151,Steuben County,Indiana,114.4079123
18153,Sullivan County,Indiana,31.35700698
18155,Switzerland County,Indiana,99.21156373
18157,Tippecanoe County,Indiana,55.61869996
18161,Union County,Indiana,102.6275116
18163,Vanderburgh County,Indiana,9.533870898
18165,Vermillion County,Indiana,102.1013597
18167,Vigo County,Indiana,0.93737264
18169,Wabash County,Indiana,66.82313181
18171,Warren County,Indiana,103.1037093
18173,Warrick County,Indiana,101.591486
18175,Washington County,Indiana,79.97569866
18177,Wayne County,Indiana,87.03900881
18179,Wells County,Indiana,100.6805444
18181,White County,Indiana,91.78635548
19001,Adair County,Iowa,110.3489771
19003,Adams County,Iowa,102.4570025
19005,Allamakee County,Iowa,61.31554738
19007,Appanoose County,Iowa,81.62955466
19009,Audubon County,Iowa,74.69220246
19011,Benton County,Iowa,95.47637099
19013,Black Hawk County,Iowa,108.1443017
19015,Boone County,Iowa,33.40990301
19017,Bremer County,Iowa,27.90254237
19019,Buchanan County,Iowa,5.630955819
19021,Buena Vista County,Iowa,100.3901767
19023,Butler County,Iowa,38.45816908
19025,Calhoun County,Iowa,111.2035851
19027,Carroll County,Iowa,83.78378378
19031,Cedar County,Iowa,55.91761451
19033,Cerro Gordo County,Iowa,67.80545271
19035,Cherokee County,Iowa,18.17279047
